issue,number,result,timestamp,fetch_time_utc
20250726100010294,0,Small,,
20250726100010295,4,Small,,
20250726100010296,2,Small,,
20250726100010297,7,Big,,
20250726100010298,0,Small,,
20250726100010299,3,Small,,
20250726100010300,9,Big,,
20250726100010301,3,Small,,
20250726100010302,7,Big,,
20250726100010303,4,Small,,
20250726100010304,6,Big,,
20250726100010305,5,Big,,
20250726100010306,5,Big,,
20250726100010307,6,Big,,
20250726100010308,8,Big,,
20250726100010309,0,Small,,
20250726100010310,9,Big,,
20250726100010311,6,Big,,
20250726100010312,4,Small,,
20250726100010313,0,Small,,
20250726100010314,3,Small,,
20250726100010315,9,Big,,
20250726100010316,6,Big,,
20250726100010317,8,Big,,
20250726100010318,6,Big,,
20250726100010319,0,Small,,
20250726100010320,6,Big,,
20250726100010321,4,Small,,
20250726100010322,1,Small,,
20250726100010323,0,Small,,
20250726100010324,8,Big,,
20250726100010325,9,Big,,
20250726100010326,5,Big,,
20250726100010327,4,Small,,
20250726100010328,9,Big,,
20250726100010329,0,Small,,
20250726100010330,3,Small,,
20250726100010331,7,Big,,
20250726100010332,1,Small,,
20250726100010333,8,Big,,
20250726100010334,8,Big,,
20250726100010335,4,Small,,
20250726100010336,6,Big,,
20250726100010337,5,Big,,
20250726100010338,8,Big,,
20250726100010339,8,Big,,
20250726100010340,7,Big,,
20250726100010341,4,Small,,
20250726100010342,6,Big,,
20250726100010343,3,Small,,
20250726100010344,7,Big,,
20250726100010345,3,Small,,
20250726100010346,0,Small,,
20250726100010347,3,Small,,
20250726100010348,8,Big,,
20250726100010349,3,Small,,
20250726100010350,9,Big,,
20250726100010351,4,Small,,
20250726100010352,2,Small,,
20250726100010353,6,Big,,
20250726100010354,3,Small,,
20250726100010355,5,Big,,
20250726100010356,9,Big,,
20250726100010357,6,Big,,
20250726100010358,3,Small,,
20250726100010359,8,Big,,
20250726100010360,0,Small,,
20250726100010361,1,Small,,
20250726100010362,3,Small,,
20250726100010363,5,Big,,
20250726100010364,0,Small,,
20250726100010365,7,Big,,
20250726100010366,2,Small,,
20250726100010367,3,Small,,
20250726100010368,3,Small,,
20250726100010369,3,Small,,
20250726100010370,6,Big,,
20250726100010371,3,Small,,
20250726100010372,9,Big,,
20250726100010373,6,Big,,
20250726100010374,7,Big,,
20250726100010375,9,Big,,
20250726100010376,3,Small,,
20250726100010377,2,Small,,
20250726100010378,3,Small,,
20250726100010379,7,Big,,
20250726100010380,7,Big,,
20250726100010381,4,Small,,
20250726100010382,7,Big,,
20250726100010383,8,Big,,
20250726100010384,2,Small,,
20250726100010385,1,Small,,
20250726100010386,8,Big,,
20250726100010387,7,Big,,
20250726100010388,5,Big,,
20250726100010389,6,Big,,
20250726100010390,9,Big,,
20250726100010391,7,Big,,
20250726100010392,7,Big,,
20250726100010393,1,Small,,
20250726100010394,9,Big,,
20250726100010395,2,Small,,
20250726100010396,7,Big,,
20250726100010397,6,Big,,
20250726100010398,9,Big,,
20250726100010399,9,Big,,
20250726100010400,6,Big,,
20250726100010401,3,Small,,
20250726100010402,9,Big,,
20250726100010403,5,Big,,
20250726100010404,6,Big,,
20250726100010405,9,Big,,
20250726100010406,4,Small,,
20250726100010407,3,Small,,
20250726100010408,5,Big,,
20250726100010409,3,Small,,
20250726100010410,4,Small,,
20250726100010411,4,Small,,
20250726100010412,3,Small,,
20250726100010413,2,Small,,
20250726100010414,7,Big,,
20250726100010415,3,Small,,
20250726100010416,1,Small,,
20250726100010417,6,Big,,
20250726100010418,7,Big,,
20250726100010419,6,Big,,
20250726100010420,3,Small,,
20250726100010421,3,Small,,
20250726100010422,3,Small,,
20250726100010423,7,Big,,
20250726100010424,0,Small,,
20250726100010425,9,Big,,
20250726100010426,6,Big,,
20250726100010427,7,Big,,
20250726100010428,5,Big,,
20250726100010429,6,Big,,
20250726100010430,5,Big,,
20250726100010431,7,Big,,
20250726100010432,8,Big,,
20250726100010433,4,Small,,
20250726100010434,5,Big,,
20250726100010435,8,Big,,
20250726100010436,2,Small,,
20250726100010437,7,Big,,
20250726100010438,5,Big,,
20250726100010439,7,Big,,
20250726100010440,8,Big,,
20250726100010441,1,Small,,
20250726100010442,2,Small,,
20250726100010443,2,Small,,
20250726100010444,1,Small,,
20250726100010445,1,Small,,
20250726100010446,9,Big,,
20250726100010447,3,Small,,
20250726100010448,4,Small,,
20250726100010449,0,Small,,
20250726100010450,6,Big,,
20250726100010451,8,Big,,
20250726100010452,7,Big,,
20250726100010453,0,Small,,
20250726100010454,3,Small,,
20250726100010455,7,Big,,
20250726100010456,0,Small,,
20250726100010457,8,Big,,
20250726100010458,2,Small,,
20250726100010459,0,Small,,
20250726100010460,4,Small,,
20250726100010461,1,Small,,
20250726100010462,4,Small,,
20250726100010463,9,Big,,
20250726100010464,7,Big,,
20250726100010465,4,Small,,
20250726100010466,8,Big,,
20250726100010467,0,Small,,
20250726100010468,2,Small,,
20250726100010469,0,Small,,
20250726100010470,9,Big,,
20250726100010471,4,Small,,
20250726100010472,2,Small,,
20250726100010473,3,Small,,
20250726100010474,3,Small,,
20250726100010475,3,Small,,
20250726100010476,5,Big,,
20250726100010477,2,Small,,
20250726100010478,1,Small,,
20250726100010479,0,Small,,
20250726100010480,3,Small,,
20250726100010481,1,Small,,
20250726100010482,8,Big,,
20250726100010483,0,Small,,
20250726100010484,0,Small,,
20250726100010485,0,Small,,
20250726100010486,2,Small,,
20250726100010487,5,Big,,
20250726100010488,0,Small,,
20250726100010489,8,Big,,
20250726100010490,6,Big,,
20250726100010491,6,Big,,
20250726100010492,4,Small,,
20250726100010493,0,Small,,
20250726100010494,6,Big,,
20250726100010495,3,Small,,
20250726100010496,0,Small,,
20250726100010497,1,Small,,
20250726100010498,2,Small,,
20250726100010499,9,Big,,
20250726100010500,0,Small,,
20250726100010501,1,Small,,
20250726100010502,5,Big,,
20250726100010503,6,Big,,
20250726100010504,4,Small,,
20250726100010505,4,Small,,
20250726100010506,1,Small,,
20250726100010507,2,Small,,
20250726100010508,7,Big,,
20250726100010509,6,Big,,
20250726100010510,3,Small,,
20250726100010511,5,Big,,
20250726100010512,1,Small,,
20250726100010513,7,Big,,
20250726100010514,0,Small,,
20250726100010515,1,Small,,
20250726100010516,6,Big,,
20250726100010517,0,Small,,
20250726100010518,5,Big,,
20250726100010519,4,Small,,
20250726100010520,3,Small,,
20250726100010521,3,Small,,
20250726100010522,4,Small,,
20250726100010523,8,Big,,
20250726100010524,6,Big,,
20250726100010525,5,Big,,
20250726100010526,5,Big,,
20250726100010527,8,Big,,
20250726100010528,1,Small,,
20250726100010529,1,Small,,
20250726100010530,5,Big,,
20250726100010531,5,Big,,
20250726100010532,8,Big,,
20250726100010533,3,Small,,
20250726100010534,7,Big,,
20250726100010535,6,Big,,
20250726100010536,6,Big,,
20250726100010537,3,Small,,
20250726100010538,4,Small,,
20250726100010539,3,Small,,
20250726100010540,4,Small,,
20250726100010541,3,Small,,
20250726100010542,9,Big,,
20250726100010543,5,Big,,
20250726100010544,3,Small,,
20250726100010545,8,Big,,
20250726100010546,3,Small,,
20250726100010547,1,Small,,
20250726100010548,3,Small,,
20250726100010549,3,Small,,
20250726100010550,8,Big,,
20250726100010551,9,Big,,
20250726100010552,1,Small,,
20250726100010553,8,Big,,
20250726100010554,6,Big,,
20250726100010555,0,Small,,
20250726100010556,0,Small,,
20250726100010557,2,Small,,
20250726100010558,0,Small,,
20250726100010559,9,Big,,
20250726100010560,0,Small,,
20250726100010561,8,Big,,
20250726100010562,1,Small,,
20250726100010563,7,Big,,
20250726100010564,0,Small,,
20250726100010565,3,Small,,
20250726100010566,8,Big,,
20250726100010567,0,Small,,
20250726100010568,3,Small,,
20250726100010569,0,Small,,
20250726100010570,3,Small,,
20250726100010571,7,Big,,
20250726100010572,3,Small,,
20250726100010573,1,Small,,
20250726100010574,9,Big,,
20250726100010575,1,Small,,
20250726100010576,4,Small,,
20250726100010577,0,Small,,
20250726100010578,9,Big,,
20250726100010579,3,Small,,
20250726100010580,2,Small,,
20250726100010581,4,Small,,
20250726100010582,5,Big,,
20250726100010583,4,Small,,
20250726100010584,6,Big,,
20250726100010585,5,Big,,
20250726100010586,4,Small,,
20250726100010587,1,Small,,
20250726100010588,0,Small,,
20250726100010589,7,Big,,
20250726100010590,9,Big,,
20250726100010591,8,Big,,
20250726100010592,1,Small,,
20250726100010593,4,Small,,
20250726100010594,1,Small,,
20250726100010595,9,Big,,
20250726100010596,6,Big,,
20250726100010597,0,Small,,
20250726100010598,9,Big,,
20250726100010599,4,Small,,
20250726100010600,6,Big,,
20250726100010601,3,Small,,
20250726100010602,2,Small,,
20250726100010603,3,Small,,
20250726100010604,9,Big,,
20250726100010605,1,Small,,
20250726100010606,3,Small,,
20250726100010607,7,Big,,
20250726100010608,9,Big,,
20250726100010609,4,Small,,
20250726100010610,4,Small,,
20250726100010611,5,Big,,
20250726100010612,8,Big,,
20250726100010613,7,Big,,
20250726100010614,0,Small,,
20250726100010615,5,Big,,
20250726100010616,4,Small,,
20250726100010617,5,Big,,
20250726100010618,1,Small,,
20250726100010619,0,Small,,
20250726100010620,8,Big,,
20250726100010621,9,Big,,
20250726100010622,2,Small,,
20250726100010623,0,Small,,
20250726100010624,1,Small,,
20250726100010625,5,Big,,
20250726100010626,7,Big,,
20250726100010627,1,Small,,
20250726100010628,4,Small,,
20250726100010629,3,Small,,
20250726100010630,7,Big,,
20250726100010631,3,Small,,
20250726100010632,4,Small,,
20250726100010633,8,Big,,
20250726100010634,0,Small,,
20250726100010635,8,Big,,
20250726100010636,9,Big,,
20250726100010637,1,Small,,
20250726100010638,8,Big,,
20250726100010639,8,Big,,
20250726100010640,8,Big,,
20250726100010641,0,Small,,
20250726100010642,2,Small,,
20250726100010643,5,Big,,
20250726100010644,1,Small,,
20250726100010645,0,Small,,
20250726100010646,2,Small,,
20250726100010647,8,Big,,
20250726100010648,5,Big,,
20250726100010649,0,Small,,
20250726100010650,3,Small,,
20250726100010651,3,Small,,
20250726100010652,4,Small,,
20250726100010653,5,Big,,
20250726100010654,4,Small,,
20250726100010655,6,Big,,
20250726100010656,5,Big,,
20250726100010657,1,Small,,
20250726100010658,2,Small,,
20250726100010659,9,Big,,
20250726100010660,1,Small,,
20250726100010661,4,Small,,
20250726100010662,6,Big,,
20250726100010663,0,Small,,
20250726100010664,8,Big,,
20250726100010665,4,Small,,
20250726100010666,6,Big,,
20250726100010667,2,Small,,
20250726100010668,9,Big,,
20250726100010669,4,Small,,
20250726100010670,0,Small,,
20250726100010671,0,Small,,
20250726100010672,3,Small,,
20250726100010673,9,Big,,
20250726100010674,8,Big,,
20250726100010675,4,Small,,
20250726100010676,7,Big,,
20250726100010677,9,Big,,
20250726100010678,3,Small,,
20250726100010679,2,Small,,
20250726100010680,9,Big,,
20250726100010681,4,Small,,
20250726100010682,0,Small,,
20250726100010683,6,Big,,
20250726100010684,0,Small,,
20250726100010685,6,Big,,
20250726100010686,4,Small,,
20250726100010687,0,Small,,
20250726100010688,5,Big,,
20250726100010689,5,Big,,
20250726100010690,6,Big,,
20250726100010691,3,Small,,
20250726100010692,1,Small,,
20250726100010693,0,Small,,
20250726100010694,6,Big,,
20250726100010695,4,Small,,
20250726100010696,2,Small,,
20250726100010697,4,Small,,
20250726100010698,5,Big,,
20250726100010699,8,Big,,
20250726100010700,1,Small,,
20250726100010701,0,Small,,
20250726100010702,6,Big,,
20250726100010703,4,Small,,
20250726100010704,0,Small,,
20250726100010705,4,Small,,
20250726100010706,9,Big,,
20250726100010707,9,Big,,
20250726100010708,6,Big,,
20250726100010709,3,Small,,
20250726100010710,4,Small,,
20250726100010711,6,Big,,
20250726100010712,6,Big,,
20250726100010713,4,Small,,
20250726100010714,5,Big,,
20250726100010715,2,Small,,
20250726100010716,7,Big,,
20250726100010717,9,Big,,
20250726100010718,8,Big,,
20250726100010719,3,Small,,
20250726100010720,5,Big,,
20250726100010721,1,Small,,
20250726100010722,8,Big,,
20250726100010723,4,Small,,
20250726100010724,9,Big,,
20250726100010725,8,Big,,
20250726100010726,1,Small,,
20250726100010727,3,Small,,
20250726100010728,5,Big,,
20250726100010729,0,Small,,
20250726100010730,7,Big,,
20250726100010731,3,Small,,
20250726100010732,6,Big,,
20250726100010733,8,Big,,
20250726100010734,6,Big,,
20250726100010735,2,Small,,
20250726100010736,9,Big,,
20250726100010737,2,Small,,
20250726100010738,6,Big,,
20250726100010739,3,Small,,
20250726100010740,0,Small,,
20250726100010741,3,Small,,
20250726100010742,0,Small,,
20250726100010743,6,Big,,
20250726100010744,0,Small,,
20250726100010745,8,Big,,
20250726100010746,0,Small,,
20250726100010747,7,Big,,
20250726100010748,9,Big,,
20250726100010749,7,Big,,
20250726100010750,3,Small,,
20250726100010751,8,Big,,
20250726100010752,6,Big,,
20250726100010753,8,Big,,
20250726100010754,5,Big,,
20250726100010755,0,Small,,
20250726100010756,0,Small,,
20250726100010757,1,Small,,
20250726100010758,6,Big,,
20250726100010759,2,Small,,
20250726100010760,5,Big,,
20250726100010761,6,Big,,
20250726100010762,9,Big,,
20250726100010763,6,Big,,
20250726100010764,7,Big,,
20250726100010765,8,Big,,
20250726100010766,7,Big,,
20250726100010767,6,Big,,
20250726100010768,7,Big,,
20250726100010769,6,Big,,
20250726100010770,7,Big,,
20250726100010771,2,Small,,
20250726100010772,1,Small,,
20250726100010773,3,Small,,
20250726100010774,6,Big,,
20250726100010775,0,Small,,
20250726100010776,6,Big,,
20250726100010777,0,Small,,
20250726100010778,0,Small,,
20250726100010779,5,Big,,
20250726100010780,3,Small,,
20250726100010781,2,Small,,
20250726100010782,2,Small,,
20250726100010783,7,Big,,
20250726100010784,3,Small,,
20250726100010785,7,Big,,
20250726100010786,4,Small,,
20250726100010787,8,Big,,
20250726100010788,3,Small,,
20250726100010789,3,Small,,
20250726100010790,1,Small,,
20250726100010791,7,Big,,
20250726100010792,8,Big,,
20250726100010793,5,Big,,
20250726100010794,7,Big,,
20250726100010795,2,Small,,
20250726100010796,8,Big,,
20250726100010797,8,Big,,
20250726100010798,4,Small,,
20250726100010799,6,Big,,
20250726100010800,9,Big,,
20250726100010801,0,Small,,
20250726100010802,6,Big,,
20250726100010803,6,Big,,
20250726100010804,0,Small,,
20250726100010805,1,Small,,
20250726100010806,8,Big,,
20250726100010807,6,Big,,
20250726100010808,4,Small,,
20250726100010809,2,Small,,
20250726100010810,2,Small,,
20250726100010811,7,Big,,
20250726100010812,5,Big,,
20250726100010813,4,Small,,
20250726100010814,8,Big,,
20250726100010815,6,Big,,
20250726100010816,5,Big,,
20250726100010817,6,Big,,
20250726100010818,2,Small,,
20250726100010819,0,Small,,
20250726100010820,5,Big,,
20250726100010821,2,Small,,
20250726100010822,6,Big,,
20250726100010823,3,Small,,
20250726100010824,8,Big,,
20250726100010825,0,Small,,
20250726100010826,0,Small,,
20250726100010827,7,Big,,
20250726100010828,1,Small,,
20250726100010829,2,Small,,
20250726100010830,8,Big,,
20250726100010831,6,Big,,
20250726100010832,2,Small,,
20250726100010833,8,Big,,
20250726100010834,6,Big,,
20250726100010835,9,Big,,
20250726100010836,4,Small,,
20250726100010837,1,Small,,
20250726100010838,9,Big,,
20250726100010839,6,Big,,
20250726100010840,3,Small,,
20250726100010841,8,Big,,
20250726100010842,3,Small,,
20250726100010843,9,Big,,
20250726100010844,2,Small,,
20250726100010845,6,Big,,
20250726100010846,7,Big,,
20250726100010847,8,Big,,
20250726100010848,8,Big,,
20250726100010849,5,Big,,
20250726100010850,3,Small,,
20250726100010851,6,Big,,
20250726100010852,5,Big,,
20250726100010853,8,Big,,
20250726100010854,9,Big,,
20250726100010855,4,Small,,
20250726100010856,0,Small,,
20250726100010857,7,Big,,
20250726100010858,7,Big,,
20250726100010859,8,Big,,
20250726100010860,2,Small,,
20250726100010861,9,Big,,
20250726100010862,9,Big,,
20250726100010863,6,Big,,
20250726100010864,8,Big,,
20250726100010865,9,Big,,
20250726100010866,5,Big,,
20250726100010867,9,Big,,
20250726100010868,0,Small,,
20250726100010869,1,Small,,
20250726100010870,9,Big,,
20250726100010871,8,Big,,
20250726100010872,2,Small,,
20250726100010873,2,Small,,
20250726100010874,3,Small,,
20250726100010875,8,Big,,
20250726100010876,2,Small,,
20250726100010877,9,Big,,
20250726100010878,6,Big,,
20250726100010879,6,Big,,
20250726100010880,4,Small,,
20250726100010881,0,Small,,
20250726100010882,1,Small,,
20250726100010883,3,Small,,
20250726100010884,2,Small,,
20250726100010885,5,Big,,
20250726100010886,5,Big,,
20250726100010887,9,Big,,
20250726100010888,4,Small,,
20250726100010889,3,Small,,
20250726100010890,2,Small,,
20250726100010891,4,Small,,
20250726100010892,8,Big,,
20250726100010893,8,Big,,
20250726100010894,5,Big,,
20250726100010895,5,Big,,
20250726100010896,6,Big,,
20250726100010897,6,Big,,
20250726100010898,0,Small,,
20250726100010899,8,Big,,
20250726100010900,8,Big,,
20250726100010901,0,Small,,
20250726100010902,5,Big,,
20250726100010903,3,Small,,
20250726100010904,8,Big,,
